status,key,kb_url,kb_title,downloaded_html_path,local_doc_path
pending,content-authoring/advanced-code-editor/css-editor-snippets,https://www.hannonhill.com/cascadecms/latest/content-authoring/advanced-code-editor/css-editor-snippets.html,CSS Editor Snippets - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/advanced-code-editor/css-editor-snippets.html,docs/content-authoring/advanced-code-editor/css-editor-snippets/index.html
pending,content-authoring/ai-content-and-seo-suggestions,https://www.hannonhill.com/cascadecms/latest/content-authoring/ai-content-and-seo-suggestions.html,AI Content and SEO Suggestions - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/ai-content-and-seo-suggestions.html,docs/content-authoring/ai-content-and-seo-suggestions/index.html
pending,content-authoring/asset-factories/plugins/create-resized-images-plug-in,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/create-resized-images-plug-in.html,Create Resized Images Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/create-resized-images-plug-in.html,docs/content-authoring/asset-factories/plugins/create-resized-images-plug-in/index.html
pending,content-authoring/asset-factories/plugins/data-definition-field-to-system-name-plug-in,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/data-definition-field-to-system-name-plug-in.html,Data Definition Field(s) to System Name Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/data-definition-field-to-system-name-plug-in.html,docs/content-authoring/asset-factories/plugins/data-definition-field-to-system-name-plug-in/index.html
pending,content-authoring/asset-factories/plugins/display-to-system-name-plug-in,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/display-to-system-name-plug-in.html,Display to System Name Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/display-to-system-name-plug-in.html,docs/content-authoring/asset-factories/plugins/display-to-system-name-plug-in/index.html
pending,content-authoring/asset-factories/plugins/file-limit-plug-in,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/file-limit-plug-in.html,File Limit Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/file-limit-plug-in.html,docs/content-authoring/asset-factories/plugins/file-limit-plug-in/index.html
pending,content-authoring/asset-factories/plugins/friendly-page-name,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/friendly-page-name.html,Friendly Page Name Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/friendly-page-name.html,docs/content-authoring/asset-factories/plugins/friendly-page-name/index.html
pending,content-authoring/asset-factories/plugins/image-resizer-plug-in,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/image-resizer-plug-in.html,Image Resizer Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/image-resizer-plug-in.html,docs/content-authoring/asset-factories/plugins/image-resizer-plug-in/index.html
pending,content-authoring/asset-factories/plugins/set-start-date-plug-in,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/set-start-date-plug-in.html,Set Start Date Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/set-start-date-plug-in.html,docs/content-authoring/asset-factories/plugins/set-start-date-plug-in/index.html
pending,content-authoring/asset-factories/plugins/title-to-system-name-plug-in,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/title-to-system-name-plug-in.html,Title to System Name Plug-in - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-factories/plugins/title-to-system-name-plug-in.html,docs/content-authoring/asset-factories/plugins/title-to-system-name-plug-in/index.html
pending,content-authoring/asset-naming-rules,https://www.hannonhill.com/cascadecms/latest/content-authoring/asset-naming-rules.html,Asset Naming Rules - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/asset-naming-rules.html,docs/content-authoring/asset-naming-rules/index.html
pending,content-authoring/blocks/feed-blocks,https://www.hannonhill.com/cascadecms/latest/content-authoring/blocks/feed-blocks.html,Feed Blocks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/blocks/feed-blocks.html,docs/content-authoring/blocks/feed-blocks/index.html
pending,content-authoring/blocks/index-blocks,https://www.hannonhill.com/cascadecms/latest/content-authoring/blocks/index-blocks.html,Index Blocks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/blocks/index-blocks.html,docs/content-authoring/blocks/index-blocks/index.html
pending,content-authoring/blocks/text-blocks,https://www.hannonhill.com/cascadecms/latest/content-authoring/blocks/text-blocks.html,Text Blocks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/blocks/text-blocks.html,docs/content-authoring/blocks/text-blocks/index.html
pending,content-authoring/blocks/xhtml-blocks,https://www.hannonhill.com/cascadecms/latest/content-authoring/blocks/xhtml-blocks.html,XHTML/Data Definition Blocks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/blocks/xhtml-blocks.html,docs/content-authoring/blocks/xhtml-blocks/index.html
pending,content-authoring/blocks/xml-blocks,https://www.hannonhill.com/cascadecms/latest/content-authoring/blocks/xml-blocks.html,XML Blocks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/blocks/xml-blocks.html,docs/content-authoring/blocks/xml-blocks/index.html
pending,content-authoring/content-checks,https://www.hannonhill.com/cascadecms/latest/content-authoring/content-checks.html,Content Checks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/content-checks.html,docs/content-authoring/content-checks/index.html
pending,content-authoring/content-tips,https://www.hannonhill.com/cascadecms/latest/content-authoring/content-tips.html,Content Tips - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/content-tips.html,docs/content-authoring/content-tips/index.html
pending,content-authoring/linking,https://www.hannonhill.com/cascadecms/latest/content-authoring/linking.html,Linking - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/linking.html,docs/content-authoring/linking/index.html
pending,content-authoring/pages/editable-fields,https://www.hannonhill.com/cascadecms/latest/content-authoring/pages/editable-fields.html,Editable Fields - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/pages/editable-fields.html,docs/content-authoring/pages/editable-fields/index.html
pending,content-authoring/pages/rendering-metrics,https://www.hannonhill.com/cascadecms/latest/content-authoring/pages/rendering-metrics.html,Rendering Metrics - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/pages/rendering-metrics.html,docs/content-authoring/pages/rendering-metrics/index.html
pending,content-authoring/pages/system-tags,https://www.hannonhill.com/cascadecms/latest/content-authoring/pages/system-tags.html,System Tags - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/pages/system-tags.html,docs/content-authoring/pages/system-tags/index.html
pending,content-authoring/publishing/destinations,https://www.hannonhill.com/cascadecms/latest/content-authoring/publishing/destinations.html,Destinations - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/publishing/destinations.html,docs/content-authoring/publishing/destinations/index.html
pending,content-authoring/publishing/publish-sets,https://www.hannonhill.com/cascadecms/latest/content-authoring/publishing/publish-sets.html,Publish Sets - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/publishing/publish-sets.html,docs/content-authoring/publishing/publish-sets/index.html
pending,content-authoring/publishing/publishing-related-content,https://www.hannonhill.com/cascadecms/latest/content-authoring/publishing/publishing-related-content.html,Publishing Related Content - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/publishing/publishing-related-content.html,docs/content-authoring/publishing/publishing-related-content/index.html
pending,content-authoring/publishing/transports,https://www.hannonhill.com/cascadecms/latest/content-authoring/publishing/transports.html,Transports - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/publishing/transports.html,docs/content-authoring/publishing/transports/index.html
pending,content-authoring/references,https://www.hannonhill.com/cascadecms/latest/content-authoring/references.html,References - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/references.html,docs/content-authoring/references/index.html
pending,content-authoring/tags,https://www.hannonhill.com/cascadecms/latest/content-authoring/tags.html,Tags - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/tags.html,docs/content-authoring/tags/index.html
pending,content-authoring/versions,https://www.hannonhill.com/cascadecms/latest/content-authoring/versions.html,Versions - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/versions.html,docs/content-authoring/versions/index.html
pending,content-authoring/wysiwyg-editor-configurations/upgrade-guide,https://www.hannonhill.com/cascadecms/latest/content-authoring/wysiwyg-editor-configurations/upgrade-guide.html,WYSIWYG Editor Configuration Upgrade Guide - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-authoring/wysiwyg-editor-configurations/upgrade-guide.html,docs/content-authoring/wysiwyg-editor-configurations/upgrade-guide/index.html
pending,content-management/content-review,https://www.hannonhill.com/cascadecms/latest/content-management/content-review.html,Content Review - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/content-review.html,docs/content-management/content-review/index.html
pending,content-management/relationships,https://www.hannonhill.com/cascadecms/latest/content-management/relationships.html,Relationships - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/relationships.html,docs/content-management/relationships/index.html
pending,content-management/reports/active-users-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/active-users-report.html,Active Users Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/active-users-report.html,docs/content-management/reports/active-users-report/index.html
pending,content-management/reports/background-tasks,https://www.hannonhill.com/cascadecms/latest/content-management/reports/background-tasks.html,Background Tasks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/background-tasks.html,docs/content-management/reports/background-tasks/index.html
pending,content-management/reports/broken-links-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/broken-links-report.html,Broken Link Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/broken-links-report.html,docs/content-management/reports/broken-links-report/index.html
pending,content-management/reports/content-inventory-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/content-inventory-report.html,Content Inventory Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/content-inventory-report.html,docs/content-management/reports/content-inventory-report/index.html
pending,content-management/reports/content-ownership-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/content-ownership-report.html,Content Ownership Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/content-ownership-report.html,docs/content-management/reports/content-ownership-report/index.html
pending,content-management/reports/content-up-for-review-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/content-up-for-review-report.html,Content Reviews Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/content-up-for-review-report.html,docs/content-management/reports/content-up-for-review-report/index.html
pending,content-management/reports/stale-content-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/stale-content-report.html,Stale Content Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/stale-content-report.html,docs/content-management/reports/stale-content-report/index.html
pending,content-management/reports/user-activity-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/user-activity-report.html,User Activity Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/user-activity-report.html,docs/content-management/reports/user-activity-report/index.html
pending,content-management/reports/workflows-report,https://www.hannonhill.com/cascadecms/latest/content-management/reports/workflows-report.html,Workflows Report - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/reports/workflows-report.html,docs/content-management/reports/workflows-report/index.html
pending,content-management/tasks,https://www.hannonhill.com/cascadecms/latest/content-management/tasks.html,Tasks - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/tasks.html,docs/content-management/tasks/index.html
pending,content-management/trash,https://www.hannonhill.com/cascadecms/latest/content-management/trash.html,Trash - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/trash.html,docs/content-management/trash/index.html
pending,content-management/workflows/custom-workflow-emails,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/custom-workflow-emails.html,Custom Workflow Emails - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/custom-workflow-emails.html,docs/content-management/workflows/custom-workflow-emails/index.html
pending,content-management/workflows/how-do-i-assign-a-workflow,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/how-do-i-assign-a-workflow.html,Assigning Workflows - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/how-do-i-assign-a-workflow.html,docs/content-management/workflows/how-do-i-assign-a-workflow/index.html
pending,content-management/workflows/receiving-workflow-notifications,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/receiving-workflow-notifications.html,Receiving Workflow Notifications - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/receiving-workflow-notifications.html,docs/content-management/workflows/receiving-workflow-notifications/index.html
pending,content-management/workflows/workflow-triggers/assign-step-if-user-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-step-if-user-trigger.html,Assign Step If User Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-step-if-user-trigger.html,docs/content-management/workflows/workflow-triggers/assign-step-if-user-trigger/index.html
pending,content-management/workflows/workflow-triggers/assign-to-content-owner-of-asset-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-content-owner-of-asset-trigger.html,Assign To Content Owner of Asset Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-content-owner-of-asset-trigger.html,docs/content-management/workflows/workflow-triggers/assign-to-content-owner-of-asset-trigger/index.html
pending,content-management/workflows/workflow-triggers/assign-to-group-owning-asset-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-group-owning-asset-trigger.html,Assign To Group Owning Asset Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-group-owning-asset-trigger.html,docs/content-management/workflows/workflow-triggers/assign-to-group-owning-asset-trigger/index.html
pending,content-management/workflows/workflow-triggers/assign-to-specified-group-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-specified-group-trigger.html,Assign to Specified Group Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-specified-group-trigger.html,docs/content-management/workflows/workflow-triggers/assign-to-specified-group-trigger/index.html
pending,content-management/workflows/workflow-triggers/assign-to-workflow-owner-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-workflow-owner-trigger.html,Assign To Workflow Owner Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/assign-to-workflow-owner-trigger.html,docs/content-management/workflows/workflow-triggers/assign-to-workflow-owner-trigger/index.html
pending,content-management/workflows/workflow-triggers/copy-folder-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/copy-folder-trigger.html,Copy Folder Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/copy-folder-trigger.html,docs/content-management/workflows/workflow-triggers/copy-folder-trigger/index.html
pending,content-management/workflows/workflow-triggers/create-new-workflow-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/create-new-workflow-trigger.html,Create New Workflow Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/create-new-workflow-trigger.html,docs/content-management/workflows/workflow-triggers/create-new-workflow-trigger/index.html
pending,content-management/workflows/workflow-triggers/delete-parent-folder-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/delete-parent-folder-trigger.html,Delete Parent Folder Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/delete-parent-folder-trigger.html,docs/content-management/workflows/workflow-triggers/delete-parent-folder-trigger/index.html
pending,content-management/workflows/workflow-triggers/delete-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/delete-trigger.html,Delete Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/delete-trigger.html,docs/content-management/workflows/workflow-triggers/delete-trigger/index.html
pending,content-management/workflows/workflow-triggers/email-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/email-trigger.html,Email Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/email-trigger.html,docs/content-management/workflows/workflow-triggers/email-trigger/index.html
pending,content-management/workflows/workflow-triggers/merge-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/merge-trigger.html,Merge Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/merge-trigger.html,docs/content-management/workflows/workflow-triggers/merge-trigger/index.html
pending,content-management/workflows/workflow-triggers/preserve-current-user-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/preserve-current-user-trigger.html,Preserve Current User Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/preserve-current-user-trigger.html,docs/content-management/workflows/workflow-triggers/preserve-current-user-trigger/index.html
pending,content-management/workflows/workflow-triggers/publish-containing-publish-set-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-containing-publish-set-trigger.html,Publish Containing Publish Set Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-containing-publish-set-trigger.html,docs/content-management/workflows/workflow-triggers/publish-containing-publish-set-trigger/index.html
pending,content-management/workflows/workflow-triggers/publish-parent-folder-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-parent-folder-trigger.html,Publish Parent Folder Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-parent-folder-trigger.html,docs/content-management/workflows/workflow-triggers/publish-parent-folder-trigger/index.html
pending,content-management/workflows/workflow-triggers/publish-set-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-set-trigger.html,Publish Set Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-set-trigger.html,docs/content-management/workflows/workflow-triggers/publish-set-trigger/index.html
pending,content-management/workflows/workflow-triggers/publish-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-trigger.html,Publish Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/publish-trigger.html,docs/content-management/workflows/workflow-triggers/publish-trigger/index.html
pending,content-management/workflows/workflow-triggers/unpublish-and-delete-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/unpublish-and-delete-trigger.html,Unpublish and Delete Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/unpublish-and-delete-trigger.html,docs/content-management/workflows/workflow-triggers/unpublish-and-delete-trigger/index.html
pending,content-management/workflows/workflow-triggers/version-trigger,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/version-trigger.html,Version Trigger - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-triggers/version-trigger.html,docs/content-management/workflows/workflow-triggers/version-trigger/index.html
pending,content-management/workflows/workflow-xml-schema-reference,https://www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-xml-schema-reference.html,Workflow XML Schema Reference - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/content-management/workflows/workflow-xml-schema-reference.html,docs/content-management/workflows/workflow-xml-schema-reference/index.html
pending,design-in-cascade/configurations/linking-to-specific-outputs,https://www.hannonhill.com/cascadecms/latest/design-in-cascade/configurations/linking-to-specific-outputs.html,Linking to Specific Outputs - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/design-in-cascade/configurations/linking-to-specific-outputs.html,docs/design-in-cascade/configurations/linking-to-specific-outputs/index.html
pending,design-in-cascade/data-definitions/data-definition-xml-schema-reference,https://www.hannonhill.com/cascadecms/latest/design-in-cascade/data-definitions/data-definition-xml-schema-reference.html,Data Definition XML Schema Reference - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/design-in-cascade/data-definitions/data-definition-xml-schema-reference.html,docs/design-in-cascade/data-definitions/data-definition-xml-schema-reference/index.html
pending,design-in-cascade/data-definitions/shared-fields,https://www.hannonhill.com/cascadecms/latest/design-in-cascade/data-definitions/shared-fields.html,Shared Fields - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/design-in-cascade/data-definitions/shared-fields.html,docs/design-in-cascade/data-definitions/shared-fields/index.html
pending,design-in-cascade/data-definitions/what-are-smart-fields,https://www.hannonhill.com/cascadecms/latest/design-in-cascade/data-definitions/what-are-smart-fields.html,Smart Fields - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/design-in-cascade/data-definitions/what-are-smart-fields.html,docs/design-in-cascade/data-definitions/what-are-smart-fields/index.html
pending,design-in-cascade/metadata-sets/metadata-fields-in-cascade,https://www.hannonhill.com/cascadecms/latest/design-in-cascade/metadata-sets/metadata-fields-in-cascade.html,Metadata Fields in Cascade - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/design-in-cascade/metadata-sets/metadata-fields-in-cascade.html,docs/design-in-cascade/metadata-sets/metadata-fields-in-cascade/index.html
pending,developing-in-cascade/code-sections,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/code-sections.html,Code Sections - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/code-sections.html,docs/developing-in-cascade/code-sections/index.html
pending,developing-in-cascade/internal-cascade-api/internal-cascade-api-changelog,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/internal-cascade-api/internal-cascade-api-changelog.html,Internal Cascade API Changelog - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/internal-cascade-api/internal-cascade-api-changelog.html,docs/developing-in-cascade/internal-cascade-api/internal-cascade-api-changelog/index.html
pending,developing-in-cascade/publish-triggers,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/publish-triggers.html,Publish Triggers - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/publish-triggers.html,docs/developing-in-cascade/publish-triggers/index.html
pending,developing-in-cascade/rest-api/operations,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/rest-api/operations.html,Operations - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/rest-api/operations.html,docs/developing-in-cascade/rest-api/operations/index.html
pending,developing-in-cascade/script-formats/date-tool-essentials,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/date-tool-essentials.html,Date Tool Essentials - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/date-tool-essentials.html,docs/developing-in-cascade/script-formats/date-tool-essentials/index.html
pending,developing-in-cascade/script-formats/query-tool-directives,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/query-tool-directives.html,Query Tool Directives - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/query-tool-directives.html,docs/developing-in-cascade/script-formats/query-tool-directives/index.html
pending,developing-in-cascade/script-formats/velocity-best-practices,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/velocity-best-practices.html,Best practices for performance - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/velocity-best-practices.html,docs/developing-in-cascade/script-formats/velocity-best-practices/index.html
pending,developing-in-cascade/script-formats/velocity-tools,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/velocity-tools.html,Velocity Tools - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/script-formats/velocity-tools.html,docs/developing-in-cascade/script-formats/velocity-tools/index.html
pending,developing-in-cascade/soap-web-services-api/soap-web-services-changelog,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/soap-web-services-api/soap-web-services-changelog.html,SOAP Web Services Changelog - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/soap-web-services-api/soap-web-services-changelog.html,docs/developing-in-cascade/soap-web-services-api/soap-web-services-changelog/index.html
pending,developing-in-cascade/soap-web-services-api/soap-web-services-operations,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/soap-web-services-api/soap-web-services-operations.html,SOAP Web Services Operations - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/soap-web-services-api/soap-web-services-operations.html,docs/developing-in-cascade/soap-web-services-api/soap-web-services-operations/index.html
pending,developing-in-cascade/system-pseudo-tags,https://www.hannonhill.com/cascadecms/latest/developing-in-cascade/system-pseudo-tags.html,System Pseudo-Tags - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/developing-in-cascade/system-pseudo-tags.html,docs/developing-in-cascade/system-pseudo-tags/index.html
pending,faqs/common-errors/an-invalid-xml-character-was-found-in-the-element-content-of-the-document,https://www.hannonhill.com/cascadecms/latest/faqs/common-errors/an-invalid-xml-character-was-found-in-the-element-content-of-the-document.html,Invalid XML character was found in the element content of the document - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/faqs/common-errors/an-invalid-xml-character-was-found-in-the-element-content-of-the-document.html,docs/faqs/common-errors/an-invalid-xml-character-was-found-in-the-element-content-of-the-document/index.html
pending,faqs/common-errors/comparison-method-violates-its-general-contract,https://www.hannonhill.com/cascadecms/latest/faqs/common-errors/comparison-method-violates-its-general-contract.html,Comparison method violates its general contract - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/faqs/common-errors/comparison-method-violates-its-general-contract.html,docs/faqs/common-errors/comparison-method-violates-its-general-contract/index.html
pending,faqs/common-errors/could-not-create-index-writer,https://www.hannonhill.com/cascadecms/latest/faqs/common-errors/could-not-create-index-writer.html,Could not create index writer - Cascade CMS Knowledge Base,pages/www.hannonhill.com/cascadecms/latest/faqs/common-errors/could-not-create-index-writer.html,docs/faqs/common-errors/could-not-create-index-writer/index.html
